company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
mcgarrybowen,Creative - Art Direction,Creative Director,"$156,000",USD,female,White,Heterosexual,10,United States,New York,External,6,No,,,
,Creative - Art Direction,Creative Director,189000,USD,Male,Asian,Heterosexual,15,United States,san francisco,,12,No,2,10+,3
,Creative - Art Direction,Creative Director,"125,000",USD,Male,White,Heterosexual,14,United States,Wichita,External,2,Yes,0,0,10+
,Creative - Art Direction,Creative Director,"153,000",USD,Male,White,Heterosexual,14,United States,New York,In-house,6,Yes,0,0,4
,Creative - Art Direction,Creative Director,"105,000",USD,Male,White,Heterosexual,15,United States,"Louisville, Kentucky",,4,No,0,0,10+
,Creative - Art Direction,Creative Director,155000,USD,male,Asian,Heterosexual,15,United States,Seattle,External,6,No,4,2,10+
,Creative - Art Direction,Creative director,"180,000",USD,,,,16,USA,Atlanta,External,,,,,
Freelance/Self Employed,Creative - Art Direction,Creative Director,"$95,000",,Male,Latino,,25,USA,New Jersey,External,,,,,
,Creative - Art Direction,Creative director,350000,USD,,,,10,USA,New york,,,,,,
,Creative - Art Direction,Creative Director,"225,000",,Male,White,Heterosexual,8,USA,NYC,External,,,,,
,Creative - Art Direction,Creative Director,33392,USD,Female,White,Heterosexual,4,USA,"Rochester, NY",External,,,,,
,Creative - Art Direction,Creative Director,"120,000",USD,Male,White,Heterosexual,3,USA,New York,In-house,,,,,
,Creative - Art Direction,Creative Director,"120,000",USD,Male,White,Heterosexual,3,USA,New York,In-house,,,,,
acom digital,Creative - Art Direction,creative group head,IDR 11000000,indonesia,,Asian,Heterosexual,7,indonesia,jakarta,In-house,3,,,,
,Creative - Art Direction,Creative Group Head,28125,USD,male,White,Bisexual,10,Russia,Moscow,In-house,10,No,,,
,Creative - Art Direction,Creative Producer,75000,USD,,,,5,United States,Portland,In-house,,,,,
,Creative - Art Direction,Design Director,"109,000",USD,Male,White,Heterosexual,18,USA,Denver,External,,,,,
Reprise,Creative - Art Direction,Designer,"75,000",USD,Female,White,Heterosexual,4,USA,New York,In-house,,,,,
Loblaws,Creative - Art Direction,Designer,"48,840",CAD,Female,White,Pansexual,3,Canada,Toronto,In-house,,,,,
Attention (within Assembly/MDC Media Partners),Creative - Art Direction,Designer/Art Director,"$60,000",,Female,White,Bisexual,2,USA,NYC,In-house,,,,,
,Creative - Art Direction,Executive Creative Director,175000,USD,Male,White,Heterosexual,30,United States,Philadelphia,External,,,,,
,Creative - Art Direction,Freelance Art Director,175000,USD,Non-binary,White,Queer,9,United States,New York,Both in-house and external,,,,,
,Creative - Art Direction,Freelance Art Director (permalance),80/hr,USD,Male,Asian,Heterosexual,12,USA,Greater Los Angeles area,Not sure this means but I work at an agency,,,,,
,Creative - Art Direction,freelance associate creative director,$90/hour,USD,male,white,Heterosexual,16,USA,new york,In-house,,,,,
Freelance,Creative - Art Direction,Freelance senior art director,"175,000",,Male,White,Heterosexual,12,USA,Los Angeles,External,,,,,
Havas HCG,Creative - Art Direction,Freelance Sr Art Director,$100/hr,USD,Femal,White,,10,USA,Chicago,External,,,,,
Publicis,Creative - Art Direction,GCD,"280,000",USD,Latin,,Heterosexual,17,USA,New York,External,,,,,
,Creative - Art Direction,GCD,"205,000",USD,female,white,,23,USA,seattle,In-house,,,,,
,Creative - Art Direction,Graphic Artist,"34,000",,Female,White,,2,USA,St. Louis,External,,,,,
,Creative - Art Direction,Graphic Designer,"80,000",USD,,White,Bi,3,USA,Chicago Suburbs,In-house,,,,,
,Creative - Art Direction,Graphic Designer,"39,000",USD,Female,White,Heterosexual,2,USA,"St. Louis, MO",External,,,,,
Percolate Galactic,Creative - Art Direction,Graphic Designer & Illustrator,"Rp. 8.000.000,- IDR / $567 USD per month",IDR,Female,Asian,Heterosexual,1,Indonesia,Jakarta,Agency,,,,,
Harrison & Star,Creative - Art Direction,Group Art Supervisor,"110,000",USD,Male,White,Heterosexual,9,United States,New York,In-house,,,,,
,Creative - Art Direction,Group Art Supervisor,"140,000",,Female,White,,6,USA,New York,External,,,,,
,Creative - Art Direction,Group Art Supervisor,"140,000",,Female,White,,6,USA,New York,External,,,,,
,Creative - Art Direction,Intermediate Art Director,"80,000",CAD,Female,White,Heterosexual,4,Canada,Toronto,Freelance,3,Yes,0,,1
,Creative - Art Direction,Intern,18/hour,USD,Female,White Hispanic,Heterosexual,1,USA,Los Angeles,In-house,,,,,
22squared,Creative - Art Direction,Jr Art Director,"$52,000",,Female,,,2.5,USA,Atlanta,In-house,,,,,
Havas,Creative - Art Direction,Jr Art Director,"55,000",,Female,white,Heterosexual,2,USA,chicago,External,,,,,
Havas Chicago,Creative - Art Direction,Jr Art Director,"50,000",USD,Male,White/Hispanic,Heterosexual,2,USA,Chicago,External,,,,,
TracyLocke,Creative - Art Direction,Jr Art Director,"40,000",,Male,Black,Male,0,USA,Dallas Texas,,,,,,
,Creative - Art Direction,Jr Art Director,60000,USD,Female,Afro-Latinx,Heterosexual,4,USA,Los Angeles,In-house,,,,,
,Creative - Art Direction,Jr Art Director,60000,USD,Male,White,Heterosexual,0,USA,San Francisco,External,,,,,
,Creative - Art Direction,Jr Art Director,58k,USD,Female,White,Heterosexual,2,USA,Chicago,External,,,,,
,Creative - Art Direction,Jr Art Director,"42,000",USD,Femail,White,Bisexual,2,USA,Phoenix,External,,,,,
,Creative - Art Direction,Jr art director,77000,USD,Male,Black,,1,United States,Portland,External,2,,,,
GSD&M,Creative - Art Direction,JR Art Director,55000,USD,Female,Hispanic,,2,USA,Austin,External,,,,,
,Creative - Art Direction,Jr Art Director,45000,,Female,White,Gay,1,Canada,Toronto,,,,,,
,Creative - Art Direction,Jr Art Ditector,74000,USD,Male,White,,5,USA,Santa Rosa,In-house,,,,,
Havas,Creative - Art Direction,Jr. Art Director,"$45,000",,Male,,,2.5,USA,"Chicago, IL",,,,,,
The Marketing Arm,Creative - Art Direction,Jr. Art Director,38000,USD,Cis Female,Asian,Heterosexual,2,USA,Dallas,External,,,,,
n/a,Creative - Art Direction,Jr. Art Director,"70,000",,Male,European,,1,USA,"DUMBO, NYC",In-house,,,,,
MullenLowe,Creative - Art Direction,Jr. Art Director,"$55,000",,Female,White,CIS,1,USA,New York,External,,,,,
"A small agency under 10 employees, so keeping it anon.",Creative - Art Direction,Jr. Art Director,59k,,female,jewish,Heterosexual,6,USA,NYC,In-house,,,,,
FCB Chicago,Creative - Art Direction,Jr. Art Director,"47,500",USD,Female,,,1.5,USA,Chicago,,,,,,
,Creative - Art Direction,Jr. Art Director,"58,000",USD,Female,White,Heterosexual,3.5,United States,Boston,External,,,,,
,Creative - Art Direction,Jr. Art Director,60000,USD,Female,White,Heterosexual,1,United States,Atlanta,External,,,,,
,Creative - Art Direction,Jr. Art Director,45000,USD,Male,Native Hawaiian or Other Pacific Islander,Gay,0,United States,Honolulu,External,,,,,
Ogilvy,Creative - Art Direction,Jr. Art Director,"$55,000",USD,Female,Black,Heterosexual,2,United States,New York,In-house,10,,,,
,Creative - Art Direction,Jr. Art Director,"59,000",,CIS Male,White,Homosexual,2,USA,New York,In-house,,,,,
Ogilvy,Creative - Art Direction,Jr. Art Director,60k,USD,Female,Middle Eastern,,3,USA,New York,External,,,,,
FCB,Creative - Art Direction,JR. Art Director,"50,000",USD,Female,White,Heterosexual,2,USA,Chicago,In-house,,,,,
,Creative - Art Direction,Jr.Art Director,50000,,,,,1.5,USA,New York,External,,,,,
Wieden + Kennedy,Creative - Art Direction,Jr/Mid Art Director,"80,000",,Female,White,Heterosexual,2,USA,New York,In-house,,,,,
McCann,Creative - Art Direction,Junior,55k,USD,Woman,White,Heterosexual,2,United States,New York,External,,,,,
McCann,Creative - Art Direction,Junior AD,"60,000",,Female,Caucasian,,2,USA,NYC,,,,,,
Fitzco,Creative - Art Direction,Junior Art Director,"40,000",USD,male,white,Heterosexual,1,USA,atlanta,In-house,,,,,
,Creative - Art Direction,junior art director,"42,000",,female,asian,,1,USA,"Austin, Texas",External,,,,,
,Creative - Art Direction,junior art director,"55,000",,,,,1,USA,"Austin, Texas",External,,,,,
FCB chicago,Creative - Art Direction,Junior art director,50K,,Female,Asian,,0.5,Usa,Chicago,External,,,,,
,Creative - Art Direction,Junior Art Director,38K,USD,female,white,,2.5,USA,Chicago,External,,,,,
,Creative - Art Direction,Junior Art Director,"50,000",USD,woman,"black, asian",queer,1,USA,Chicago,External,,,,,
GSW,Creative - Art Direction,Junior Art Director,"40,000 + OT",,Female,White,Heterosexual,1,USA,Los Angeles,,,,,,
McCann,Creative - Art Direction,Junior Art Director,"$55,000",USD,Female,Mixed,Heterosexual,1,USA,New York,External,,,,,
360i,Creative - Art Direction,Junior Art Director,"$65,000",,Male,White,Heterosexual,3,USA,New York City,,,,,,
,Creative - Art Direction,Junior Art Director,"60,000",,Female,White,Heterosexual,2.5,USA,NYC,Agency,,,,,
Digitas,Creative - Art Direction,Junior art director,"$60,000",USD,Male,Asian,,1.5,USA,San Francisco,Agency,,,,,
Ogilvy,Creative - Art Direction,Junior Art Director,"SGD$2,650 /month",SGD,female,chinese,Heterosexual,1.5,Singapore,Singapore,Agency,,,,,
Juniper Park \ TBWA,Creative - Art Direction,Junior Art Director,"$40,000 Canadian",Canadian,Male,White,Pansexual,1,Canada,"Toronto, Ontario",In-house,,,,,
DDB,Creative - Art Direction,Junior Art Director,40000,,,,,1,Canada,Vancouver,External,,,,,
n/a,Creative - Art Direction,Junior Art Director,"£28,000",GBP,Male,White,,2,UK,London,,,,,,
Ogilvy,Creative - Art Direction,Junior Art Director,28000,EUR,,,Heterosexual,2,France,Paris,In-house,,,,,
,Creative - Art Direction,Junior Art Director,"26,000",EUR,Female,Caucasian,Heterosexual,0.5,Ireland,Dublin,In-house,,,,,
,Creative - Art Direction,junior art director,"58,500",USD,female,white,Heterosexual,1.5,USA,new york,External,,,,,
,Creative - Art Direction,Junior Art Director,"28,000",EUR,Female,Asian,Heterosexual,1,Germany,Hamburg,External,,,,,
TBWA,Creative - Art Direction,Junior Art Director,"50,000 + OT",USD,Female,White,,2,United States,New York,External,,,,,
,Creative - Art Direction,Junior Art Director,"67,000",USD,Male,White,Bisexual,2,United States,New York,,2,,,,
,Creative - Art Direction,Junior Art Director,35.7,EUR,Female,Mixed,Bisexual,1.5,Germany,Hamburg,External,1,,,,
,Creative - Art Direction,Junior Art Director,"65,000",USD,Female,White,Heterosexual,2,United States,New York,External,1,,,,
BigDrop,Creative - Art Direction,Junior Art Director,"50,000",USD,Male,White,Heterosexual,1,United States,New York,In-house,1,Yes,0,0,0
Merkley and Partners,Creative - Art Direction,Junior art director,50K (+overtime),,Woman,White,,0.5,USA,NYC,,,,,,
Freelance,Creative - Art Direction,Junior art director,"55,000",USD,Female,White,Heterosexual,1,USA,New York City,External,,,,,
,Creative - Art Direction,Junior Art Director,"55,000",USD,Male,Caucasian,Heterosexual,2,USA,NYC,,,,,,
,Creative - Art Direction,Junior art director,55000,USD,Female,White,Heterosexual,1,United States,New York,External,,,,,
,Creative - Art Direction,junior copywriter,"70,000",USD,,Latinx,Heterosexual,1,United States,New York,,,,,,
MullenLowe,Creative - Art Direction,Junior creative,26,,Female,White,Heterosexual,1.5,UK,London,External,,,,,
,Creative - Art Direction,Managing Art Director,"49,500",USD,Female,Asian,Heterosexual,8,USA,Chicago,In-house,,,,,
,Creative - Art Direction,Managing Art Director,"49,500",USD,Female,Asian,Heterosexual,8,USA,Chicago,In-house,,,,,
Anomaly,Creative - Art Direction,Mid Art Director,"$65,000",,Female,Black,Queer,4,USA,New York,In-house,,,,,
,Creative - Art Direction,Mid level,"75,000",USD,Female,White,Heterosexual,2,USA,Chicago,Agency,,,,,
,Creative - Art Direction,Mid level AD,90K,,Male,White/Latino,Heterosexual,3,US,New York,External,,,,,
GSD&M,Creative - Art Direction,Mid level Art Director,"55,000",USD,Female,,,1.5,USA,"Austin, TX",,,,,,
Omelet,Creative - Art Direction,Mid Level Designer,"$65,000",,male,White,Heterosexual,3,USA,Culver City,In-house,,,,,
,Creative - Art Direction,Mid-level Art Director,"75,000",CAD,Female,Asian,Heterosexual,4,Canada,Toronto,External,,,,,
McCann,Creative - Art Direction,Mid-weight Creative,42000,GBP,Female,White,,4,UK,London,,,,,,
A big Omnicom agency,Creative - Art Direction,Midweight Art Director,"80,000",NZD,Male,White,Heterosexual,4,New Zealand,Auckland,Agency?,,,,,
,Creative - Art Direction,Ms,"110,000",AUD,Female,Asian,Heterosexual,15,Australia,melbourne,External,,,,,
,Creative - Art Direction,Professional and Creative Writing,40000,,Female,Black American,Cisgender,10,USA,New Jersey (northern),External,,,,,
Leo Burnett,Creative - Art Direction,Senior,"80,000",USD,Female,caucasian,Heterosexual,3.5,USA,Chicago,In-house,,,,,
,Creative - Art Direction,Senior AD,85000,,Female,White,,6,USA,Chicago,External,,,,,
72andsunny,Creative - Art Direction,Senior AD,"140,000",,Female,Asian,,9,USA,Los Angeles,External,,,,,
,Creative - Art Direction,Senior art director,85000,USD,Male,White,Heterosexual,5,USA,"Austin, TX",,,,,,
,Creative - Art Direction,Senior Art Director,1900,USD,Female,White,Heterosexual,6,Lebanon,Beirut,In-house,,,,,
SRG,Creative - Art Direction,Senior art director,"72,000",USD,Male,White,Cis,5,USA,Boulder,External,,,,,
,Creative - Art Direction,Senior Art Director,"90,000",USD,Female,White,Heterosexual,7,USA,Boulder,In-house,,,,,
FREELANCE,Creative - Art Direction,Senior Art Director,"85,000",,femail,white,straigh,7,USA,Chicago,External,,,,,
,Creative - Art Direction,Senior Art Director,"$85,000",,,,,3.5,USA,Chicago,External,,,,,
Havas,Creative - Art Direction,Senior Art Director,"$75,000",USD,Female,White,Heterosexual,7,USA,Chicago,,,,,,
,Creative - Art Direction,Senior Art Director,"85,000",USD,Female,White,Heterosexual,4.5,USA,Chicago,External,,,,,
,Creative - Art Direction,Senior Art Director,97000,USD,Female,White,,15,USA,Detroit,External,,,,,
Intouch Group,Creative - Art Direction,Senior Art Director,"75,000",USD,,Hispanic,Heterosexual,7.5,USA,Kansas City,In-house,,,,,
,Creative - Art Direction,Senior Art Director,£80000,,Female,White,Hetro,8,UK,London,External,,,,,
TBWA\ Media Arts Lab,Creative - Art Direction,Senior Art Director,130000,,Male,Hispanic,Gay,7,USA,Los Angeles,External,,,,,
Ogilvy,Creative - Art Direction,Senior Art Director,"28,000",EUR,Male,White,Heterosexual,5,Spain,Madrid,,,,,,
VMLY&R,Creative - Art Direction,Senior Art Director,53000,EUR,Male,White,Heterossexual,10,Spain,Madrid,In-house,,,,,
,Creative - Art Direction,Senior Art Director,"94,000",,Male,White,Heterosexual,7,USA,Minneapolis,,,,,,
Digitas,Creative - Art Direction,Senior Art Director,"112,000",USD,Female,white,Heterosexual,10,USA,New York,,,,,,
BBH,Creative - Art Direction,Senior Art Director,125000,USD,Male,White,,5,USA,New York,,,,,,
Air Paris NY,Creative - Art Direction,Senior Art Director,"135,000",USD,Female,White,,11,USA,New York,In-house,,,,,
McCann Health,Creative - Art Direction,Senior Art Director,"95,000",USD,Female,Hispanic,Heterosexual,7,USA,New York,,,,,,
MRM//MCcann,Creative - Art Direction,Senior Art Director,"91,000",,Female,White,,5,USA,New York City,External,,,,,
,Creative - Art Direction,Senior Art Director,90000,USD,female,caucasion,Heterosexual,5,USA,New York City,External,,,,,
BBDO,Creative - Art Direction,Senior Art Director,"100,000",,female,white,pansexual,5,USA,NYC,External,,,,,
,Creative - Art Direction,Senior Art Director,"92,000",,Female,White,Bi,6,USA,NYC,In-house,,,,,
,Creative - Art Direction,Senior Art Director,"67,000",USD,Female,,Heterosexual,3,USA,NYC,External,,,,,
,Creative - Art Direction,Senior art director,"$106,000",,Female,White,Heterosexual,10,USA,"PORTLAND, OR",In-house,,,,,
,Creative - Art Direction,Senior Art Director,75K,USD,Male,White,Heterosexual,5,USA,San Diego,In-house,,,,,
,Creative - Art Direction,Senior Art Director,"130,000",,Female,White,Heterosexual,7,USA,San Francisco,External,,,,,
,Creative - Art Direction,Senior Art Director,140000,USD,female,white,,8,USA,San Francisco,External,,,,,
Wunderman Thompson Seattle,Creative - Art Direction,Senior Art Director,"87,000",USD,female,white,cisgendered/heterosexual,5,USA,Seattle,External,,,,,
,Creative - Art Direction,Senior art director,"120,000",,Male,Caucasian,Heterosexual,6,,Sydney,External,,,,,
,Creative - Art Direction,Senior art director,"120,000",,Male,Caucasian,Heterosexual,6,,Sydney,External,,,,,
,Creative - Art Direction,Senior art director,"120,000",,Male,Caucasian,Heterosexual,6,,Sydney,External,,,,,
,Creative - Art Direction,Senior Art Director,150000,AUD,Female,,,14,Australia,Sydney,In-house,,,,,
Eversana,Creative - Art Direction,Senior Art Director,"80,000",USD,Female,White,Heterosexual,8,USA,Upstate New York,,,,,,
VMLY&R,Creative - Art Direction,Senior Art Director,32000,USD,Male,White,Heterosexual,5,Poland,Warsaw,In-house,,,,,
,Creative - Art Direction,Senior Art Director,"110,000",MYR,cis,Asian,,9,Malaysia,Kuala Lumpur,External,,,,,
FCB,Creative - Art Direction,Senior Art Director,"80,000",USD,Female,Caucasian,Heterosexual,4,USA,Chicago,External,,,,,
FCB Health,Creative - Art Direction,Senior Art Director,"100,000",USD,Female,White,Heterosexual,5,USA,New York City,External,,,,,
,Creative - Art Direction,Senior Art Director,77.5k,GBP,Male,White,Heterosexual,9,UK,London,External,,,,,
